station,time,metar
WARR,2026-02-26 18:35:47.127627,WARR 261130Z 27007KT 9999 SCT020 28/24 Q1005 NOSIG
WARR,2026-02-26 19:09:52.265353,WARR 261200Z 28006KT 9999 SCT020 28/24 Q1005 NOSIG
WARR,2026-02-26 20:22:53.658070,WARR 261300Z 29007KT 9999 SCT020 27/24 Q1006 NOSIG
WARR,2026-02-26 20:36:11.728988,WARR 261330Z 27006KT 9999 FEW020 27/24 Q1006 NOSIG
WARR,2026-02-26 21:05:40.716562,WARR 261400Z 28004KT 9999 FEW020 27/24 Q1006 NOSIG
WARR,2026-02-26 21:53:24.271437,WARR 261430Z 29003KT 9999 FEW020 27/24 Q1006 NOSIG
WARR,2026-02-26 22:05:46.279144,WARR 261500Z 31005KT 9999 FEW020 28/24 Q1006 NOSIG
WARR,2026-02-26 22:45:42.948864,WARR 261530Z 30005KT 9999 FEW020 27/24 Q1006 NOSIG
WARR,2026-02-26 23:06:09.801362,WARR 261600Z 33004KT 9999 FEW020 27/24 Q1006 NOSIG
WARR,2026-02-26 23:35:33.377960,WARR 261630Z 36004KT 9999 FEW020 28/24 Q1006 NOSIG
WARR,2026-02-27 00:05:52.593499,WARR 261700Z 03003KT 7000 FEW020 28/24 Q1006 NOSIG
WARR,2026-02-27 00:36:06.988955,WARR 261730Z VRB02KT 7000 FEW020 27/23 Q1006 NOSIG
WARR,2026-02-27 01:06:17.995568,WARR 261800Z 05003KT 7000 FEW020 27/23 Q1005 NOSIG
WARR,2026-02-27 01:35:31.354286,WARR 261830Z 03004KT 7000 FEW020 27/24 Q1005 NOSIG
WARR,2026-02-27 08:43:03.859761,WARR 270130Z 28005KT 8000 FEW020 30/24 Q1007 NOSIG
WARR,2026-02-27 09:07:46.132558,WARR 270200Z VRB02KT 8000 FEW020 32/23 Q1008 NOSIG
WARR,2026-02-27 09:36:04.549037,WARR 270230Z VRB02KT 8000 FEW020 34/23 Q1007 NOSIG
WARR,2026-02-27 10:06:05.271752,WARR 270300Z 01007KT 8000 FEW020 32/23 Q1007 NOSIG
WARR,2026-02-27 20:11:55.115245,WARR 271300Z 27006KT 5000 -RA SCT020CB 25/24 Q1007 NOSIG
WARR,2026-02-27 20:35:53.007479,WARR 271330Z 28004KT 5000 -RA SCT020CB 25/24 Q1007 NOSIG
WARR,2026-02-28 12:12:36.359761,WARR 280500Z 26010KT 9999 FEW020 33/24 Q1006 NOSIG
WARR,2026-02-28 12:49:04.823402,WARR 280530Z 30010KT 9999 SCT020 34/24 Q1005 NOSIG
WARR,2026-02-28 14:20:34.280690,WARR 280700Z 27011KT 9999 FEW020CB 33/23 Q1004 NOSIG
WARR,2026-02-28 14:35:40.314269,WARR 280730Z 27013KT 9999 FEW020CB 33/23 Q1004 NOSIG
WARR,2026-02-28 21:12:59.222105,WARR 281406Z 21009G23KT 7000 TS SCT020CB 27/23 Q1009 NOSIG
WARR,2026-02-28 21:36:06.300167,WARR 281430Z 25007KT 1500 TSRA SCT048CB 25/23 Q1009 TEMPO TL153 0 1500 TSRA
WARR,2026-02-28 22:05:55.813124,WARR 281500Z 26003KT 6000 -TSRA FEW018CB 26/24 Q1008 TEMPO TL1530 1500 TSRA
WARR,2026-02-28 22:36:17.382074,WARR 281530Z 28003KT 6000 TS FEW020CB 25/24 Q1008 RERA NOSIG
WARR,2026-03-01 07:46:07.990591,WARR 010030Z 26007KT 9999 FEW020 26/24 Q1008 NOSIG
WARR,2026-03-01 08:05:42.784719,WARR 010100Z 26005KT 9999 FEW020 28/24 Q1009 NOSIG
WARR,2026-03-01 08:35:48.164709,WARR 010130Z 27006KT 9999 FEW020 29/25 Q1008 NOSIG
WARR,2026-03-02 10:17:59.434021,WARR 020300Z 26011KT 8000 FEW020 31/25 Q1009 NOSIG
WARR,2026-03-02 10:35:34.404501,WARR 020330Z 23009KT 8000 FEW020 33/25 Q1008 NOSIG
WARR,2026-03-02 11:06:18.924998,WARR 020400Z 25008KT 8000 FEW020 33/25 Q1008 NOSIG
WARR,2026-03-02 15:05:21.658050,WARR 020730Z 27018KT 9000 -RA SCT016CB 32/25 Q1006 TEMPO TL0830 2000 TSRA
WARR,2026-03-02 15:05:53.817205,WARR 020800Z 32012KT 9000 -TSRA SCT016CB 24/22 Q1006 TEMPO TL0830 2000 TSR
WARR,2026-03-02 15:06:05.661401,WARR 020800Z 32012KT 9000 -TSRA SCT016CB 24/22 Q1006 TEMPO TL0830 2000 TSRA
WARR,2026-03-02 15:35:44.505907,WARR 020830Z 32007KT 9000 VCTS -RA SCT018CB 25/23 Q1006 NOSIG
WARR,2026-03-03 08:02:41.224695,WARR 030030Z 27005KT 7000 FEW020 28/25 Q1009 NOSIG
WARR,2026-03-03 08:05:46.369648,WARR 030100Z 28006KT 9000 FEW020 30/25 Q1009 NOSIG
WARR,2026-03-03 08:54:47.846777,WARR 030130Z 28009KT 9000 FEW020 31/25 Q1009 NOSIG
WARR,2026-03-03 09:06:09.016251,WARR 030200Z 27008KT 9000 FEW020 30/25 Q1009 NOSIG
WARR,2026-03-03 09:35:35.288492,WARR 030230Z 29009KT 9999 FEW020 30/25 Q1009 NOSIG
WARR,2026-03-03 15:09:46.734444,WARR 030800Z 31013G28KT 0800 +TSRA SCT016CB 28/24 Q1006 TEMPO TL0930 1000 +TSRA
WARR,2026-03-03 16:07:55.978139,WARR 030900Z 27010KT 4000 TSRA SCT018CB 26/24 Q1006 NOSIG
WARR,2026-03-03 16:35:41.628168,WARR 030930Z 24005KT 7000 RA SCT018CB 26/24 Q1006 TEMPO TL1100 3000 TSRA
WARR,2026-03-03 17:05:29.035255,WARR 031000Z 29004KT 8000 -RA SCT020 26/25 Q1006 NOSIG
WARR,2026-03-04 22:19:45.382790,WARR 041500Z 27010KT 8000 SCT020 26/23 Q1008 NOSIG
WARR,2026-03-05 22:23:20.653041,WARR 051500Z 27011KT 8000 FEW020 27/24 Q1007 NOSIG
WARR,2026-03-05 22:35:46.555020,WARR 051530Z 28011KT 8000 FEW020 27/24 Q1007 NOSIG
WARR,2026-03-05 23:06:05.964076,WARR 051600Z 28013KT 8000 FEW020 27/24 Q1007 NOSIG
WARR,2026-03-05 23:35:32.799154,WARR 051630Z 28011KT 8000 FEW020 27/24 Q1007 NOSIG
WARR,2026-03-06 00:05:48.045396,WARR 051700Z 28012KT 8000 FEW020 27/24 Q1006 NOSIG
WARR,2026-03-06 00:35:55.985066,WARR 051730Z 28012KT 8000 FEW020 26/24 Q1006 NOSIG
WARR,2026-03-06 05:03:08.557689,WARR 052130Z 28010KT 8000 FEW020 26/24 Q1005 NOSIG
WARR,2026-03-06 08:57:05.609768,WARR 060130Z 27013KT 9999 FEW020 30/25 Q1007 NOSIG
WARR,2026-03-06 09:05:25.743030,WARR 060200Z 28013KT 9999 FEW020 31/25 Q1007 NOSIG
WARR,2026-03-06 09:35:20.617710,WARR 060230Z 28014KT 9999 FEW020 31/25 Q1007 NOSIG
WARR,2026-03-06 10:05:17.177812,WARR 060300Z 28014G22KT 9999 FEW020 31/25 Q1007 NOSIG
WARR,2026-03-06 10:35:29.749432,WARR 060330Z 29014KT 9999 FEW020 32/25 Q1006 NOSIG
WARR,2026-03-06 11:06:10.873432,WARR 060400Z 28014G21KT 9999 FEW020 31/25 Q1006 NOSIG
WARR,2026-03-06 13:00:11.254790,WARR 060530Z 27013KT 9999 FEW020 32/25 Q1005 NOSIG
WARR,2026-03-06 13:06:19.456632,WARR 060600Z 31013KT 9999 FEW020 32/25 Q1005 NOSIG
WARR,2026-03-06 13:52:01.244494,WARR 060630Z 31013KT 9999 FEW020 33/25 Q1004 NOSIG
WARR,2026-03-06 13:56:07.588796,WARR 060650Z 31013KT 9999 TS SCT020CB 33/25 Q1004 NOSIG
WARR,2026-03-06 14:05:30.352221,WARR 060700Z 30020G28KT 9999 SCT020CB 31/24 Q1004 NOSIG
WARR,2026-03-06 14:36:18.194262,WARR 060730Z 29023G36KT 2000 TSRA BKN016CB 28/20 Q1004 TEMPO TL0800 4000 TSRA
WARR,2026-03-06 14:41:34.660069,WARR 060737Z 29016KT 8000 -RA SCT020CB 28/21 Q1004 RETS NOSIG
WARR,2026-03-06 15:05:31.885327,WARR 060800Z 28010KT 9999 SCT020CB 27/22 Q1004 RERA NOSIG
WARR,2026-03-06 15:35:58.445396,WARR 060830Z 29007KT 9999 SCT020CB 29/23 Q1004 NOSIG
WARR,2026-03-07 12:25:58.094453,WARR 070500Z 27014KT 9999 SCT020 33/24 Q1006 NOSIG
WARR,2026-03-07 12:36:18.111659,WARR 070530Z 27014KT 9999 SCT020 33/24 Q1005 NOSIG
WARR,2026-03-07 13:06:01.560045,WARR 070600Z 28015G23KT 9999 SCT020 33/24 Q1005 NOSIG
WARR,2026-03-07 13:35:46.671485,WARR 070630Z 29017KT 9999 SCT020 33/24 Q1005 NOSIG
WARR,2026-03-07 14:06:41.321580,WARR 070700Z 30017KT 9999 SCT020 33/25 Q1005 NOSIG
